None,closeask,openask,highask,lowask
593,1.70144,1.70027,1.70198,1.70003
594,1.70095,1.70144,1.70147,1.7005
595,1.7011,1.70095,1.70175,1.70052
596,1.70162,1.7011,1.70254,1.70076
597,1.70336,1.70162,1.70351,1.70099
598,1.70294,1.70336,1.70352,1.70281
599,1.70379,1.70294,1.70396,1.70239
600,1.70375,1.70379,1.70404,1.70336
601,1.70411,1.70375,1.70473,1.70363
602,1.70762,1.70411,1.70764,1.7039
603,1.70971,1.70762,1.71014,1.70615
604,1.71029,1.70971,1.71128,1.7091
605,1.71024,1.71029,1.71056,1.70858
606,1.71008,1.71024,1.71096,1.70916
607,1.70826,1.71008,1.71059,1.70762
608,1.70793,1.70826,1.70983,1.70708
609,1.70943,1.70793,1.71056,1.70786
610,1.70793,1.70943,1.71043,1.70772
611,1.70913,1.70793,1.70932,1.70643
612,1.70839,1.70913,1.70917,1.70793
613,1.70819,1.70839,1.70908,1.70681
614,1.70823,1.70819,1.70853,1.70745
615,1.70816,1.70823,1.70861,1.70719
616,1.70894,1.70816,1.7095,1.70762
617,1.70939,1.70894,1.712,1.70792
618,1.70931,1.70939,1.70991,1.70906
619,1.70927,1.70931,1.70992,1.70901
620,1.71096,1.70927,1.71135,1.70922
621,1.71137,1.71096,1.71195,1.71083
622,1.71165,1.71137,1.71174,1.7112
623,1.71266,1.71165,1.71281,1.71126
624,1.71279,1.71266,1.71304,1.7125
625,1.71242,1.71279,1.71287,1.71231
626,1.71126,1.71242,1.71358,1.7111
627,1.70938,1.71126,1.71146,1.70886
628,1.70787,1.70938,1.70951,1.70769
629,1.70784,1.70787,1.70886,1.70676
630,1.7088,1.70784,1.71038,1.70778
631,1.71013,1.7088,1.71051,1.70393
632,1.72033,1.71013,1.72039,1.70996
633,1.72133,1.72033,1.72281,1.71878
634,1.72055,1.72133,1.72276,1.71897
635,1.72391,1.72055,1.72432,1.71995
636,1.72571,1.72391,1.72749,1.72362
637,1.72343,1.72571,1.72586,1.72298
638,1.72328,1.72343,1.72554,1.72269
639,1.72219,1.72328,1.72371,1.72214
640,1.72436,1.72219,1.72438,1.72217
641,1.724,1.72436,1.72527,1.72267
642,1.72376,1.724,1.7244,1.72304
643,1.72511,1.72376,1.72518,1.72371
644,1.72526,1.72511,1.72574,1.72452
645,1.72482,1.72526,1.72572,1.72439
646,1.72508,1.72482,1.72589,1.7248
647,1.72477,1.72508,1.72513,1.72439
648,1.72506,1.72477,1.72519,1.7246
649,1.72472,1.72506,1.72555,1.72426
650,1.72404,1.72472,1.72553,1.72242
651,1.72186,1.72404,1.72411,1.72075
652,1.72233,1.72186,1.72267,1.72047
653,1.72584,1.72233,1.72628,1.72213
654,1.7266,1.72584,1.72737,1.72558
655,1.72599,1.7266,1.72708,1.72485
656,1.71889,1.72599,1.72632,1.7159
657,1.71835,1.71889,1.71965,1.71696
658,1.71829,1.71835,1.71962,1.71652
659,1.7171,1.71829,1.71985,1.71696
660,1.71571,1.7171,1.7176,1.71496
661,1.71639,1.71571,1.71672,1.715
662,1.71605,1.71639,1.71679,1.7155
663,1.71593,1.71605,1.71721,1.7157
664,1.71928,1.71593,1.71993,1.71592
665,1.71639,1.71636,1.71725,1.71571
666,1.71768,1.71639,1.71789,1.71573
667,1.71748,1.71768,1.71813,1.71693
668,1.71873,1.71748,1.71926,1.71741
669,1.71849,1.71873,1.71942,1.71837
670,1.71769,1.71849,1.71862,1.71733
671,1.71865,1.71769,1.71876,1.71767
672,1.71913,1.71865,1.71945,1.7186
673,1.71738,1.71913,1.71938,1.7173
674,1.71558,1.71738,1.71901,1.7153
675,1.71576,1.71558,1.71648,1.71428
676,1.71266,1.71576,1.71676,1.71201
677,1.71409,1.71266,1.71424,1.71234
678,1.71434,1.71409,1.71698,1.71344
679,1.71305,1.71434,1.71434,1.71202
680,1.71155,1.71305,1.71418,1.71136
681,1.7116,1.71155,1.71235,1.70909
682,1.71249,1.7116,1.71277,1.7097
683,1.71008,1.71249,1.7129,1.71005
684,1.70849,1.71008,1.7108,1.70817
685,1.70986,1.70849,1.7101,1.70786
686,1.71032,1.70986,1.71107,1.70932
687,1.71096,1.71032,1.71138,1.71008
688,1.71091,1.71096,1.71132,1.71043
689,1.71172,1.71091,1.71243,1.7105
690,1.71145,1.71172,1.71174,1.7103
691,1.71174,1.71145,1.71247,1.71055
692,1.71138,1.71174,1.71293,1.71127
693,1.71035,1.71138,1.71166,1.71023
694,1.70959,1.71035,1.71055,1.70956
695,1.70963,1.70959,1.70976,1.70917
696,1.70965,1.70963,1.71043,1.70944
697,1.70946,1.70965,1.71003,1.7093
698,1.70998,1.70946,1.71026,1.70806
699,1.70652,1.70998,1.71114,1.70514
700,1.70619,1.70652,1.70778,1.70544
701,1.70541,1.70619,1.70639,1.70416
702,1.70505,1.70541,1.70608,1.7035
703,1.70526,1.70505,1.70611,1.70386
704,1.70757,1.70526,1.70845,1.70449
705,1.70886,1.70757,1.70957,1.70746
706,1.70801,1.70886,1.70965,1.70591
707,1.70669,1.70801,1.70929,1.70667
708,1.70662,1.70669,1.70709,1.70586
709,1.70779,1.70662,1.70916,1.70657
710,1.70727,1.70785,1.70816,1.70719
711,1.70687,1.70727,1.70779,1.70629
712,1.70696,1.70687,1.70776,1.70635
713,1.70554,1.70696,1.70696,1.70531
714,1.70532,1.70554,1.70577,1.70502
715,1.70384,1.70532,1.70533,1.70327
716,1.70399,1.70384,1.70439,1.70345
717,1.70331,1.70399,1.70469,1.70323
718,1.7044,1.70331,1.70479,1.70329
719,1.70582,1.7044,1.70587,1.70422
720,1.70617,1.70582,1.70714,1.70566
721,1.70613,1.70617,1.70722,1.70535
722,1.70657,1.70613,1.70826,1.70484
723,1.70448,1.70657,1.70688,1.70397
724,1.70492,1.70448,1.7066,1.70425
725,1.71304,1.70492,1.71425,1.7036
726,1.70911,1.71304,1.71315,1.70805
727,1.70851,1.70911,1.71187,1.70766
728,1.70707,1.70851,1.70895,1.7047
729,1.70458,1.70707,1.70747,1.70348
730,1.70103,1.70458,1.70522,1.70087
731,1.70159,1.70103,1.7025,1.70069
732,1.70247,1.70159,1.7032,1.70088
733,1.70272,1.70247,1.70365,1.70235
734,1.70275,1.70272,1.70379,1.70256
735,1.70261,1.70275,1.70383,1.70259
736,1.70415,1.70261,1.70524,1.70246
737,1.70448,1.70415,1.70476,1.7037
738,1.70391,1.70448,1.70534,1.70377
739,1.70309,1.70391,1.7045,1.70287
740,1.70427,1.70309,1.70432,1.70308
741,1.7038,1.70427,1.70455,1.70369
742,1.70337,1.7038,1.70397,1.70309
743,1.70335,1.70337,1.70413,1.70305
744,1.70342,1.70335,1.70457,1.70323
745,1.70253,1.70342,1.70429,1.70206
746,1.70068,1.70253,1.7029,1.69871
747,1.70197,1.70068,1.70241,1.69977
748,1.70268,1.70197,1.7035,1.70169
749,1.69848,1.70268,1.70346,1.69816
750,1.69906,1.69848,1.69983,1.69734
751,1.7065,1.69906,1.70662,1.69899
752,1.70395,1.7065,1.70792,1.703
753,1.7017,1.70395,1.70476,1.7015
754,1.70211,1.7017,1.70332,1.70049
755,1.70067,1.70211,1.70375,1.70018
756,1.69988,1.70067,1.70074,1.69936
757,1.70013,1.69988,1.70063,1.69942
758,1.70007,1.70013,1.70074,1.69957
759,1.70199,1.70007,1.70199,1.69992
760,1.70294,1.70199,1.70306,1.70136
761,1.70191,1.70294,1.70306,1.70129
762,1.7024,1.70191,1.70253,1.7016
763,1.70251,1.7024,1.70281,1.70127
764,1.70276,1.70251,1.70308,1.70204
765,1.7025,1.70276,1.70302,1.70232
766,1.70287,1.7025,1.70288,1.70225
767,1.70287,1.70287,1.70313,1.70247
768,1.70354,1.70287,1.70392,1.70255
769,1.70489,1.70354,1.70521,1.70254
770,1.70331,1.70489,1.70595,1.7016
771,1.70203,1.70331,1.70494,1.70176
772,1.70238,1.70203,1.70485,1.70144
773,1.70393,1.70238,1.70431,1.70189
774,1.70223,1.70393,1.70455,1.7022
775,1.70022,1.70223,1.70232,1.69905
776,1.70144,1.70022,1.70299,1.69836
777,1.7062,1.70144,1.70661,1.69966
778,1.70655,1.7062,1.70865,1.70575
779,1.70812,1.70655,1.70875,1.70618
780,1.70748,1.70812,1.70873,1.70727
781,1.70764,1.70748,1.70789,1.70691
782,1.70782,1.70764,1.70878,1.70748
783,1.70768,1.70782,1.70842,1.70731
784,1.71001,1.71163,1.71173,1.70992
785,1.70874,1.71001,1.71038,1.70829
786,1.70851,1.70874,1.70876,1.7076
787,1.70804,1.70851,1.70875,1.70746
788,1.70862,1.70804,1.70927,1.70788
789,1.70859,1.70862,1.70883,1.70813
790,1.70894,1.70859,1.70899,1.70844
791,1.70843,1.70894,1.70896,1.70804
792,1.70829,1.70843,1.70912,1.70793
793,1.70813,1.70829,1.70905,1.70715
794,1.7085,1.70813,1.70851,1.70572
795,1.70995,1.7085,1.7105,1.70836
796,1.71223,1.70995,1.71252,1.70869
797,1.71202,1.71223,1.71286,1.71102
798,1.71143,1.71202,1.71244,1.71082
799,1.70929,1.71143,1.71194,1.70926
800,1.7109,1.70929,1.71094,1.70886
801,1.71126,1.7109,1.71163,1.70948
802,1.71007,1.71126,1.71302,1.70994
803,1.71012,1.71007,1.71103,1.70967
804,1.71129,1.71012,1.71185,1.70996
805,1.71146,1.71129,1.71185,1.71065
